ymd,bWendu,yWendu,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel
2017-01-31,5℃,-4℃,晴,南风,1-2级,107,轻度污染,3
2017-02-01,4℃,-7℃,晴,北风,3-4级,45,优,1
2017-02-02,5℃,-5℃,晴,南风,1-2级,109,轻度污染,3
2017-02-03,6℃,-3℃,晴~多云,无持续风向,微风,188,中度污染,4
2017-02-04,9℃,-2℃,晴,北风,1-2级,303,严重污染,6
2017-02-05,8℃,-4℃,晴,北风,1-2级,28,优,1
2017-02-06,4℃,-5℃,多云~阴,南风,1-2级,29,优,1
2017-02-07,1℃,-4℃,小雪~阴,南风,1-2级,99,良,2
2017-02-08,4℃,-7℃,多云~晴,北风,4-5级,64,良,2
2017-02-09,3℃,-5℃,晴,北风,4-5级,28,优,1
2017-02-10,4℃,-6℃,晴,北风,4-5级,30,优,1
2017-02-11,7℃,-5℃,晴,南风,1-2级,54,良,2
2017-02-12,9℃,-3℃,晴,南风,1-2级,138,轻度污染,3
2017-02-13,10℃,-4℃,晴,南风,1-2级,112,轻度污染,3
2017-02-14,8℃,-3℃,晴,南风,1-2级,221,重度污染,5
2017-02-15,8℃,1℃,多云~阴,南风,1-2级,282,重度污染,5
2017-02-16,7℃,-4℃,多云,北风,4-5级,154,中度污染,4
2017-02-17,5℃,-4℃,晴,南风,1-2级,38,优,1
2017-02-18,8℃,-1℃,多云~阴,南风,1-2级,109,轻度污染,3
2017-02-19,15℃,-2℃,多云~晴,北风,4-5级,155,中度污染,4
2017-02-20,6℃,-2℃,多云~阴,北风,3-4级,33,优,1
2017-02-21,1℃,-3℃,小雪,南风,1-2级,82,良,2
2017-02-22,9℃,-3℃,阴~晴,北风,3-4级,109,轻度污染,3
2017-02-23,7℃,-4℃,晴,南风,1-2级,32,优,1
2017-02-24,12℃,-2℃,晴,北风,1-2级,45,优,1
2017-02-25,12℃,-1℃,多云,无持续风向,微风,29,优,1
2017-02-26,13℃,-2℃,晴,无持续风向,微风,44,优,1
2017-02-27,14℃,2℃,晴,南风,1-2级,90,良,2
2017-02-28,15℃,2℃,多云~阴,北风,1-2级,37,优,1
2017-03-01,8℃,-3℃,晴,北风,4-5级,39,优,1
2017-03-02,13℃,-2℃,晴,南风,3-4级,59,良,2
2017-03-03,13℃,-2℃,晴,无持续风向,微风,114,轻度污染,3
2017-03-04,13℃,0℃,多云,南风,1-2级,109,轻度污染,3
2017-03-05,11℃,-2℃,晴,北风,4-5级,46,优,1
2017-03-06,9℃,-3℃,多云~晴,北风,4-5级,42,优,1
2017-03-07,9℃,-1℃,晴,北风,3-4级,29,优,1
2017-03-08,13℃,2℃,晴,北风,3-4级,33,优,1
2017-03-09,15℃,2℃,晴,南风,1-2级,35,优,1
2017-03-10,16℃,4℃,多云~阴,南风,1-2级,53,良,2
2017-03-11,20℃,4℃,阴~晴,南风,1-2级,78,良,2
2017-03-12,13℃,1℃,晴,北风,4-5级,34,优,1
2017-03-13,14℃,2℃,晴,南风,1-2级,32,优,1
2017-03-14,15℃,3℃,晴~多云,南风,1-2级,40,优,1
2017-03-15,16℃,3℃,多云~晴,南风,1-2级,86,良,2
2017-03-16,17℃,6℃,多云,南风,1-2级,151,中度污染,4
2017-03-17,17℃,5℃,阴~多云,南风,1-2级,156,中度污染,4
2017-03-18,20℃,5℃,晴,北风,1-2级,183,中度污染,4
2017-03-19,19℃,7℃,多云~阴,东南风,1-2级,273,重度污染,5
2017-03-20,12℃,6℃,小雨~阴,东风,1-2级,192,中度污染,4
2017-03-21,15℃,4℃,多云,南风,1-2级,110,轻度污染,3
2017-03-22,15℃,7℃,阴~小雨,东风,1-2级,172,中度污染,4
2017-03-23,8℃,2℃,小雨,东风,1-2级,167,中度污染,4
2017-03-24,6℃,0℃,雨夹雪~阴,南风,1-2级,85,良,2
2017-03-25,13℃,4℃,多云,南风,1-2级,55,良,2
2017-03-26,15℃,4℃,多云~晴,北风,3-4级,31,优,1
2017-03-27,15℃,5℃,晴~多云,南风,1-2级,34,优,1
2017-03-28,16℃,4℃,多云~晴,南风,1-2级,80,良,2
2017-03-29,20℃,7℃,晴~多云,西南风,1-2级,146,轻度污染,3
2017-03-30,15℃,5℃,多云,南风,1-2级,123,轻度污染,3
2017-03-31,17℃,5℃,晴,西南风,1-2级,44,优,1
2017-04-01,22℃,5℃,多云,南风,1-2级,60,良,2
2017-04-02,23℃,6℃,多云~晴,无持续风向,微风,92,良,2
2017-04-03,25℃,12℃,多云~阴,南风,1-2级,158,中度污染,4
2017-04-04,20℃,12℃,阴~小雨,南风,3-4级,176,中度污染,4
2017-04-05,19℃,9℃,阴~多云,南风,1-2级,83,良,2
2017-04-06,25℃,10℃,多云~阴,南风,1-2级,124,轻度污染,3
2017-04-07,20℃,14℃,阴,南风,1-2级,106,轻度污染,3
2017-04-08,18℃,7℃,阴~晴,南风,3-4级,118,轻度污染,3
2017-04-09,19℃,8℃,多云,东南风,1-2级,93,良,2
2017-04-10,19℃,10℃,多云,南风,3-4级,91,良,2
2017-04-11,22℃,7℃,晴,北风,3-4级,64,良,2
2017-04-12,25℃,9℃,晴~多云,南风,1-2级,66,良,2
2017-04-13,21℃,8℃,阴,南风,1-2级,93,良,2
2017-04-14,26℃,11℃,多云,南风,1-2级,97,良,2
2017-04-15,29℃,14℃,晴~多云,南风,1-2级,70,良,2
2017-04-16,27℃,14℃,阴,南风,3-4级,130,轻度污染,3
2017-04-17,27℃,12℃,多云,北风,3-4级,191,中度污染,4
2017-04-18,23℃,11℃,晴~阴,北风,4-5级,63,良,2
2017-04-19,20℃,11℃,阴~多云,西北风,1-2级,81,良,2
2017-04-20,22℃,11℃,多云,北风,1-2级,75,良,2
2017-04-21,22℃,9℃,多云~晴,南风,1-2级,52,良,2
2017-04-22,27℃,13℃,多云,南风,3-4级,83,良,2
2017-04-23,24℃,11℃,多云,南风,1-2级,60,良,2
2017-04-24,23℃,11℃,多云,北风,3-4级,69,良,2
2017-04-25,19℃,8℃,多云~晴,南风,1-2级,36,优,1
2017-04-26,24℃,11℃,晴,北风,3-4级,41,优,1
2017-04-27,28℃,13℃,晴,北风,4-5级,45,优,1
2017-04-28,30℃,14℃,晴,北风,3-4级,56,良,2
2017-04-29,33℃,17℃,多云,南风,3-4级,76,良,2
2017-04-30,29℃,13℃,晴~多云,南风,1-2级,108,轻度污染,3
2017-05-01,26℃,14℃,多云,南风,1-2级,87,良,2
2017-05-02,29℃,17℃,多云,南风,3-4级,94,良,2
2017-05-03,28℃,16℃,阴,南风,3-4级,108,轻度污染,3
2017-05-04,27℃,14℃,多云~晴,北风,3-4级,396,严重污染,6
2017-05-05,21℃,11℃,扬沙~晴,北风,4-5级,273,重度污染,5
2017-05-06,29℃,12℃,晴,北风,3-4级,72,良,2
2017-05-07,30℃,15℃,晴~多云,南风,3-4级,62,良,2
2017-05-08,31℃,16℃,多云,南风,3-4级,86,良,2
2017-05-09,29℃,15℃,晴~阵雨,南风,3-4级,82,良,2
2017-05-10,29℃,15℃,晴,南风,3-4级,63,良,2
2017-05-11,31℃,13℃,晴~多云,北风,5-6级,90,良,2
2017-05-12,29℃,15℃,晴~多云,西南风,3-4级,111,轻度污染,3
2017-05-13,28℃,15℃,多云,西北风,4-5级,59,良,2
2017-05-14,27℃,14℃,多云,北风,3-4级,41,优,1
2017-05-15,28℃,15℃,多云,南风,1-2级,49,优,1
2017-05-16,32℃,17℃,多云~晴,南风,3-4级,76,良,2
2017-05-17,34℃,19℃,晴,南风,1-2级,102,轻度污染,3
2017-05-18,35℃,21℃,晴,南风,3-4级,123,轻度污染,3
2017-05-19,36℃,22℃,晴,西南风,3-4级,129,轻度污染,3
2017-05-20,34℃,20℃,晴~多云,南风,3-4级,102,轻度污染,3
2017-05-21,31℃,18℃,阴~阵雨,南风,3-4级,86,良,2
2017-05-22,21℃,16℃,小到中雨~阴,北风,3-4级,57,良,2
2017-05-23,28℃,14℃,晴,南风,1-2级,40,优,1
2017-05-24,33℃,17℃,多云~晴,西南风,3-4级,50,优,1
2017-05-25,30℃,16℃,晴,南风,3-4级,66,良,2
2017-05-26,31℃,17℃,晴,南风,1-2级,80,良,2
2017-05-27,34℃,21℃,晴,南风,1-2级,98,良,2
2017-05-28,36℃,22℃,多云~阴,北风,3-4级,136,轻度污染,3
2017-05-29,27℃,18℃,阴~阵雨,东风,1-2级,70,良,2
2017-05-30,26℃,16℃,阵雨~晴,南风,3-4级,65,良,2
2017-05-31,33℃,19℃,阴~多云,南风,1-2级,106,轻度污染,3
2017-06-01,30℃,17℃,晴~阴,南风,1-2级,63,良,2
2017-06-02,25℃,13℃,阵雨~多云,东风,1-2级,58,良,2
2017-06-03,28℃,16℃,晴,南风,1-2级,54,良,2
2017-06-04,31℃,19℃,多云,西南风,3-4级,83,良,2
2017-06-05,28℃,15℃,阴~小雨,西南风,3-4级,98,良,2
2017-06-06,20℃,14℃,小雨~晴,南风,1-2级,56,良,2
2017-06-07,31℃,18℃,晴~多云,南风,1-2级,72,良,2
2017-06-08,34℃,20℃,多云~晴,南风,1-2级,51,良,2
2017-06-09,37℃,21℃,晴~多云,南风,3-4级,78,良,2
2017-06-10,30℃,17℃,阴~多云,东风,1-2级,62,良,2
2017-06-11,31℃,18℃,阴~多云,南风,1-2级,72,良,2
2017-06-12,27℃,18℃,阴,南风,1-2级,66,良,2
2017-06-13,29℃,17℃,多云~晴,南风,1-2级,62,良,2
2017-06-14,35℃,21℃,晴,西南风,3-4级,69,良,2
2017-06-15,38℃,24℃,晴,南风,1-2级,82,良,2
2017-06-16,36℃,24℃,多云~阴,南风,3-4级,100,良,2
2017-06-17,35℃,25℃,阵雨~多云,南风,3-4级,118,轻度污染,3
2017-06-18,34℃,23℃,阴~雷阵雨,南风,3-4级,114,轻度污染,3
2017-06-19,31℃,21℃,雷阵雨~阴,南风,1-2级,74,良,2
2017-06-20,34℃,22℃,多云~阴,南风,1-2级,77,良,2
2017-06-21,32℃,22℃,阵雨~小到中雨,南风,1-2级,85,良,2
2017-06-22,23℃,20℃,大雨,南风,3-4级,48,优,1
2017-06-23,24℃,19℃,雷阵雨,东风,1-2级,36,优,1
2017-06-24,25℃,18℃,阵雨~阴,北风,3-4级,35,优,1
2017-06-25,30℃,20℃,多云,南风,1-2级,54,良,2
2017-06-26,33℃,21℃,多云~晴,南风,1-2级,56,良,2
2017-06-27,34℃,22℃,多云~晴,南风,1-2级,112,轻度污染,3
2017-06-28,34℃,23℃,多云,南风,1-2级,120,轻度污染,3
2017-06-29,35℃,24℃,雷阵雨~多云,南风,1-2级,103,轻度污染,3
2017-06-30,35℃,25℃,多云,南风,1-2级,108,轻度污染,3
2017-07-01,35℃,25℃,多云,南风,1-2级,122,轻度污染,3
2017-07-02,35℃,24℃,多云~晴,南风,1-2级,139,轻度污染,3
2017-07-03,35℃,24℃,多云~雷阵雨,南风,1-2级,83,良,2
2017-07-04,31℃,23℃,雷阵雨,南风,1-2级,70,良,2
2017-07-05,30℃,23℃,多云~雷阵雨,南风,1-2级,111,轻度污染,3
2017-07-06,25℃,23℃,大雨,东风,1-2级,95,良,2
2017-07-07,32℃,23℃,阴~多云,南风,1-2级,54,良,2
2017-07-08,34℃,25℃,多云~雷阵雨,南风,1-2级,64,良,2
2017-07-09,34℃,23℃,多云,南风,1-2级,114,轻度污染,3
2017-07-10,36℃,19℃,多云,西南风,1-2级,64,良,2
2017-07-11,36℃,26℃,多云,南风,1-2级,95,良,2
2017-07-12,36℃,27℃,多云,南风,1-2级,118,轻度污染,3
2017-07-13,36℃,25℃,多云~雷阵雨,南风,1-2级,94,良,2
2017-07-14,32℃,24℃,雷阵雨~阴,东风,1-2级,60,良,2
2017-07-15,33℃,25℃,阴,东风,1-2级,55,良,2
2017-07-16,34℃,25℃,多云~晴,南风,1-2级,95,良,2
2017-07-17,34℃,25℃,晴~多云,南风,1-2级,76,良,2
2017-07-18,33℃,25℃,阵雨,南风,1-2级,88,良,2
2017-07-19,31℃,25℃,阴~多云,南风,1-2级,98,良,2
2017-07-20,33℃,25℃,雷阵雨~中到大雨,南风,1-2级,123,轻度污染,3
2017-07-21,27℃,23℃,小雨~阵雨,东风,1-2级,44,优,1
2017-07-22,28℃,24℃,阴,南风,1-2级,37,优,1
2017-07-23,28℃,24℃,阵雨,南风,1-2级,59,良,2
2017-07-24,29℃,23℃,阵雨,北风,1-2级,63,良,2
2017-07-25,29℃,22℃,阵雨~阴,南风,1-2级,52,良,2
2017-07-26,24℃,20℃,中雨~阵雨,北风,1-2级,39,优,1
2017-07-27,28℃,23℃,阴~多云,南风,1-2级,58,良,2
2017-07-28,30℃,22℃,多云~阴,南风,1-2级,52,良,2
2017-07-29,30℃,22℃,多云,南风,1-2级,56,良,2
2017-07-30,31℃,21℃,多云~晴,南风,1-2级,70,良,2
2017-07-31,31℃,23℃,晴~多云,南风,1-2级,110,轻度污染,3
2017-08-01,30℃,24℃,阴~雷阵雨,南风,1-2级,94,良,2
2017-08-02,28℃,24℃,中雨~小到中雨,东风,1-2级,52,良,2
2017-08-03,33℃,24℃,阴~晴,南风,1-2级,38,优,1
2017-08-04,36℃,25℃,晴~多云,南风,1-2级,55,良,2
2017-08-05,32℃,23℃,雷阵雨,北风,1-2级,63,良,2
2017-08-06,34℃,24℃,多云~晴,南风,1-2级,42,优,1
2017-08-07,35℃,24℃,多云~晴,南风,1-2级,40,优,1
2017-08-08,33℃,22℃,阴~雷阵雨,东风,1-2级,74,良,2
2017-08-09,30℃,23℃,雷阵雨~晴,南风,1-2级,44,优,1
2017-08-10,32℃,24℃,多云,南风,1-2级,85,良,2
2017-08-11,33℃,23℃,雷阵雨~中雨,东北风,3-4级,122,轻度污染,3
2017-08-12,31℃,22℃,雷阵雨,东风,1-2级,45,优,1
2017-08-13,29℃,23℃,雷阵雨,南风,1-2级,60,良,2
2017-08-14,30℃,23℃,多云,东南风,1-2级,46,优,1
2017-08-15,30℃,23℃,阴~雷阵雨,西南风,1-2级,74,良,2
2017-08-16,28℃,22℃,雷阵雨~阴,东风,1-2级,82,良,2
2017-08-17,29℃,22℃,阴,东北风,1-2级,44,优,1
2017-08-18,29℃,22℃,多云~雷阵雨,东南风,1-2级,73,良,2
2017-08-19,29℃,22℃,雷阵雨~多云,东风,1-2级,62,良,2
2017-08-20,30℃,23℃,多云,西南风,1-2级,82,良,2
2017-08-21,32℃,24℃,多云~雷阵雨,南风,1-2级,98,良,2
2017-08-22,28℃,22℃,雷阵雨~中到大雨,北风,1-2级,99,良,2
2017-08-23,31℃,22℃,阴~多云,东北风,1-2级,49,优,1
2017-08-24,33℃,20℃,晴~多云,北风,1-2级,37,优,1
2017-08-25,32℃,19℃,晴,西风,1-2级,36,优,1
2017-08-26,28℃,19℃,晴~阵雨,西南风,1-2级,49,优,1
2017-08-27,22℃,18℃,中雨~阵雨,北风,1-2级,33,优,1
2017-08-28,28℃,17℃,多云~晴,东北风,1-2级,35,优,1
2017-08-29,25℃,16℃,晴,西南风,1-2级,42,优,1
2017-08-30,27℃,19℃,多云,西南风,1-2级,76,良,2
2017-08-31,27℃,19℃,阴,南风,1-2级,103,轻度污染,3
2017-09-01,27℃,19℃,多云~阴,西南风,1-2级,175,中度污染,4
2017-09-02,26℃,19℃,阴,南风,1-2级,151,中度污染,4
2017-09-03,28℃,19℃,多云,南风,1-2级,76,良,2
2017-09-04,28℃,20℃,阴,西南风,1-2级,118,轻度污染,3
2017-09-05,30℃,19℃,阴~多云,北风,1-2级,67,良,2
2017-09-06,31℃,18℃,晴,北风,1-2级,43,优,1
2017-09-07,31℃,19℃,晴,南风,1-2级,79,良,2
2017-09-08,30℃,20℃,多云,东风,1-2级,137,轻度污染,3
2017-09-09,30℃,21℃,阴,东南风,1-2级,127,轻度污染,3
2017-09-10,28℃,19℃,阵雨~晴,西北风,1-2级,121,轻度污染,3
2017-09-11,29℃,16℃,晴,北风,1-2级,43,优,1
2017-09-12,29℃,19℃,晴~多云,南风,1-2级,49,优,1
2017-09-13,28℃,19℃,多云,东风,1-2级,100,良,2
2017-09-14,28℃,20℃,阴,南风,1-2级,125,轻度污染,3
2017-09-15,28℃,18℃,阴,南风,1-2级,86,良,2
2017-09-16,28℃,18℃,阵雨~多云,西南风,1-2级,117,轻度污染,3
2017-09-17,29℃,16℃,晴,南风,1-2级,39,优,1
2017-09-18,30℃,18℃,晴,西南风,1-2级,58,良,2
2017-09-19,29℃,15℃,晴~多云,西北风,3-4级,46,优,1
2017-09-20,27℃,14℃,晴,南风,1-2级,46,优,1
2017-09-21,29℃,17℃,阵雨,西南风,1-2级,88,良,2
2017-09-22,28℃,14℃,晴,西北风,3-4级,69,良,2
2017-09-23,28℃,17℃,多云~阴,南风,1-2级,116,轻度污染,3
2017-09-24,29℃,18℃,多云~阵雨,东北风,1-2级,104,轻度污染,3
2017-09-25,28℃,18℃,阴,西南风,1-2级,107,轻度污染,3
2017-09-26,23℃,13℃,小雨~阴,北风,3-4级,77,良,2
2017-09-27,23℃,10℃,多云~晴,南风,1-2级,51,良,2
2017-09-28,22℃,11℃,晴~多云,西南风,1-2级,34,优,1
2017-09-29,25℃,11℃,晴,北风,1-2级,71,良,2
2017-09-30,27℃,16℃,多云,南风,1-2级,139,轻度污染,3
2017-10-01,26℃,13℃,多云~阴,北风,3-4级,116,轻度污染,3
2017-10-02,18℃,9℃,小雨~阴,东北风,1-2级,40,优,1
2017-10-03,20℃,9℃,多云~晴,西南风,1-2级,33,优,1
2017-10-04,22℃,10℃,晴,西南风,3-4级,53,良,2
2017-10-05,21℃,11℃,多云,南风,1-2级,75,良,2
2017-10-06,22℃,13℃,多云~阴,南风,1-2级,92,良,2
2017-10-07,20℃,13℃,小雨~阴,东北风,1-2级,143,轻度污染,3
2017-10-08,18℃,13℃,小雨,东北风,1-2级,172,中度污染,4
2017-10-09,15℃,9℃,中雨~小到中雨,北风,3-4级,49,优,1
2017-10-10,11℃,6℃,小雨~阴,北风,1-2级,15,优,1
2017-10-11,16℃,6℃,多云~阴,西风,1-2级,22,优,1
2017-10-12,18℃,9℃,小雨~晴,西南风,1-2级,35,优,1
2017-10-13,18℃,9℃,晴~多云,西南风,1-2级,55,良,2
2017-10-14,13℃,9℃,小雨,东北风,1-2级,36,优,1
2017-10-15,16℃,8℃,阴~多云,北风,1-2级,63,良,2
2017-10-16,18℃,7℃,晴~多云,东北风,1-2级,57,良,2
2017-10-17,16℃,11℃,阴~小雨,南风,1-2级,93,良,2
2017-10-18,15℃,9℃,小雨~多云,南风,1-2级,91,良,2
2017-10-19,18℃,9℃,晴~多云,南风,1-2级,75,良,2
2017-10-20,20℃,11℃,晴~多云,东北风,1-2级,123,轻度污染,3
2017-10-21,18℃,10℃,阴~小雨,东风,1-2级,107,轻度污染,3
2017-10-22,13℃,7℃,阴~多云,西北风,1-2级,54,良,2
2017-10-23,16℃,5℃,多云~晴,南风,1-2级,51,良,2
2017-10-24,18℃,8℃,晴~多云,西南风,1-2级,88,良,2
2017-10-25,15℃,9℃,阴,南风,1-2级,140,轻度污染,3
2017-10-26,17℃,9℃,阴~多云,北风,1-2级,193,中度污染,4
2017-10-27,18℃,9℃,多云~雾,南风,1-2级,211,重度污染,5
2017-10-28,16℃,5℃,多云~晴,北风,3-4级,85,良,2
2017-10-29,12℃,1℃,晴,北风,3-4级,24,优,1
2017-10-30,14℃,2℃,晴,西北风,1-2级,39,优,1
2017-10-31,16℃,4℃,晴,西南风,1-2级,80,良,2
2017-11-01,17℃,5℃,晴~阴,东北风,1-2级,92,良,2
2017-11-02,17℃,3℃,阴~晴,北风,1-2级,79,良,2
2017-11-03,13℃,0℃,晴,北风,3-4级,29,优,1
2017-11-04,14℃,3℃,晴,西南风,1-2级,53,良,2
2017-11-05,15℃,4℃,晴~多云,南风,1-2级,128,轻度污染,3
2017-11-06,15℃,4℃,多云,南风,1-2级,198,中度污染,4
2017-11-07,18℃,4℃,晴,西北风,3-4级,137,轻度污染,3
2017-11-08,13℃,4℃,多云~阴,南风,1-2级,40,优,1
2017-11-09,13℃,5℃,阴~多云,西北风,1-2级,74,良,2
2017-11-10,11℃,-1℃,晴,西北风,5-6级,42,优,1
2017-11-11,10℃,0℃,晴~多云,南风,1-2级,33,优,1
2017-11-12,11℃,0℃,多云~晴,西南风,1-2级,75,良,2
2017-11-13,12℃,0℃,晴,北风,4-5级,67,良,2
2017-11-14,8℃,-4℃,晴,西风,1-2级,27,优,1
2017-11-15,7℃,-3℃,晴,南风,1-2级,37,优,1
2017-11-16,7℃,-1℃,晴,南风,1-2级,76,良,2
2017-11-17,6℃,-4℃,多云~晴,北风,5-6级,60,良,2
2017-11-18,5℃,-6℃,晴,西南风,3-4级,50,优,1
2017-11-19,7℃,-5℃,多云,西南风,1-2级,115,轻度污染,3
2017-11-20,9℃,-3℃,晴~多云,西北风,1-2级,135,轻度污染,3
2017-11-21,8℃,-2℃,多云~晴,西南风,3-4级,171,中度污染,4
2017-11-22,7℃,-5℃,多云~晴,西北风,3-4级,36,优,1
2017-11-23,7℃,-4℃,多云,西风,1-2级,30,优,1
2017-11-24,7℃,-5℃,多云,西南风,3-4级,37,优,1
2017-11-25,7℃,-4℃,阴~多云,南风,1-2级,65,良,2
2017-11-26,4℃,-4℃,晴,东南风,1-2级,29,优,1
2017-11-27,7℃,-3℃,多云,南风,1-2级,90,良,2
2017-11-28,7℃,-5℃,晴~多云,西北风,1-2级,78,良,2
2017-11-29,1℃,-6℃,多云,南风,1-2级,32,优,1
2017-11-30,4℃,-5℃,晴,西南风,3-4级,43,优,1
2017-12-01,5℃,-5℃,晴,西南风,1-2级,91,良,2
2017-12-02,6℃,-4℃,晴~多云,西南风,1-2级,184,中度污染,4
2017-12-03,5℃,-5℃,多云~晴,北风,3-4级,88,良,2
2017-12-04,4℃,-6℃,多云,西北风,3-4级,26,优,1
2017-12-05,7℃,-4℃,晴,西南风,1-2级,43,优,1
2017-12-06,8℃,-4℃,多云,西北风,1-2级,51,良,2
2017-12-07,5℃,-5℃,多云~晴,西北风,3-4级,27,优,1
2017-12-08,6℃,-4℃,晴,西南风,1-2级,40,优,1
2017-12-09,6℃,-4℃,多云~晴,西南风,1-2级,57,良,2
2017-12-10,4℃,-5℃,晴~多云,西北风,4-5级,43,优,1
2017-12-11,1℃,-8℃,多云~晴,东北风,3-4级,24,优,1
2017-12-12,-1℃,-8℃,多云,东北风,1-2级,26,优,1
2017-12-13,0℃,-5℃,晴~多云,东风,1-2级,50,优,1
2017-12-14,0℃,-4℃,阴~多云,南风,1-2级,91,良,2
2017-12-15,4℃,-6℃,多云~晴,无持续风向,微风,67,良,2
2017-12-16,0℃,-8℃,晴,西北风,3-4级,39,优,1
2017-12-17,5℃,-5℃,晴,西南风,1-2级,47,优,1
2017-12-18,6℃,-6℃,晴,西北风,3-4级,49,优,1
2017-12-19,4℃,-4℃,多云~阴,西南风,1-2级,55,良,2
2017-12-20,6℃,-5℃,多云~晴,北风,1-2级,45,优,1
2017-12-21,7℃,-6℃,晴,西南风,1-2级,69,良,2
2017-12-22,9℃,-6℃,多云,北风,1-2级,68,良,2
2017-12-23,6℃,-3℃,晴~多云,西南风,1-2级,51,良,2
2017-12-24,5℃,-7℃,晴,西北风,3-4级,50,优,1
2017-12-25,5℃,-4℃,晴,南风,1-2级,44,优,1
2017-12-26,3℃,-6℃,晴~多云,南风,1-2级,42,优,1
2017-12-27,4℃,-5℃,多云~晴,北风,1-2级,98,良,2
2017-12-28,5℃,-4℃,晴,北风,1-2级,138,轻度污染,3
2017-12-29,4℃,-3℃,多云,东风,1-2级,215,重度污染,5
2017-12-30,6℃,-6℃,晴,北风,3-4级,162,中度污染,4
2017-12-31,4℃,-6℃,晴,南风,1-2级,54,良,2
2018-01-01,3℃,-6℃,晴~多云,东北风,1-2级,59,良,2
2018-01-02,2℃,-5℃,阴~多云,东北风,1-2级,49,优,1
2018-01-03,2℃,-5℃,多云,北风,1-2级,28,优,1
2018-01-04,0℃,-8℃,阴,东北风,1-2级,28,优,1
2018-01-05,3℃,-6℃,多云~晴,西北风,1-2级,50,优,1
2018-01-06,2℃,-5℃,多云~阴,西南风,1-2级,32,优,1
2018-01-07,2℃,-4℃,阴~多云,西南风,1-2级,59,良,2
2018-01-08,2℃,-6℃,晴,西北风,4-5级,50,优,1
2018-01-09,1℃,-8℃,晴,西北风,3-4级,34,优,1
2018-01-10,-2℃,-10℃,晴,西北风,1-2级,26,优,1
2018-01-11,-1℃,-10℃,晴,北风,1-2级,24,优,1
2018-01-12,2℃,-8℃,晴,西南风,1-2级,75,良,2
2018-01-13,3℃,-7℃,多云,南风,1-2级,126,轻度污染,3
2018-01-14,6℃,-5℃,晴~多云,西北风,1-2级,187,中度污染,4
2018-01-15,2℃,-5℃,阴,东南风,1-2级,47,优,1
2018-01-16,4℃,-5℃,多云,南风,1-2级,112,轻度污染,3
2018-01-17,6℃,-7℃,多云~晴,西北风,1-2级,82,良,2
2018-01-18,5℃,-6℃,晴,西南风,1-2级,80,良,2
2018-01-19,7℃,-4℃,晴,南风,1-2级,115,轻度污染,3
2018-01-20,3℃,-6℃,晴~多云,东风,1-2级,64,良,2
2018-01-21,0℃,-5℃,阴~小雪,东北风,1-2级,63,良,2
2018-01-22,-3℃,-10℃,小雪~多云,东风,1-2级,47,优,1
2018-01-23,-4℃,-12℃,晴,西北风,3-4级,31,优,1
2018-01-24,-4℃,-11℃,晴,西南风,1-2级,34,优,1
2018-01-25,-3℃,-11℃,多云,东北风,1-2级,27,优,1
